date,lat,lon,soil_water_monthly_wc,runoff_monthly_wc,rain_monthly_wc,accumswe_monthly_wc,pet_monthly_wc,deficit_monthly_wc,aet_monthly_wc,soil_water_monthly_bc,runoff_monthly_bc,rain_monthly_bc,accumswe_monthly_bc,pet_monthly_bc,deficit_monthly_bc,aet_monthly_bc
2020-01-16T05:14:31Z,41.63099575,-112.4939862,87.7,0,0,34.6,0,0,0,71.5,6.2,34.4,0.3,2.3,0,2.3
2020-02-15T15:43:35Z,41.63099575,-112.4939862,87.5,80.1,34.8,0.5,3.4,0,3.4,87.3,26.7,20,0,7.4,0,7.4
2020-03-17T02:12:39Z,41.63099575,-112.4939862,82.7,24.7,19.3,0,26.7,2.1,24.5,78.6,0,25.6,0,35.8,2.9,32.9
2020-04-16T12:41:43Z,41.63099575,-112.4939862,60.9,0,35.7,0,66.2,15.9,50.4,79.2,1,41.9,0,52.7,4.2,48.7
2020-05-16T23:10:47Z,41.63099575,-112.4939862,71.1,5.2,73.3,0,81.5,11.5,70.1,58.5,0,35.8,0,100.5,28.5,72.1
2020-06-16T09:39:51Z,41.63099575,-112.4939862,37.7,0,25.1,0,113.1,56.4,57.1,36.5,0,50.9,0,119,53.8,65.2
2020-07-16T20:08:54Z,41.63099575,-112.4939862,10.3,0,2,0,149.5,129.4,20,12.4,0,20.2,0,136.6,101.8,34.6
2020-08-16T06:37:58Z,41.63099575,-112.4939862,2.8,0,10.6,0,131.7,120.8,10.9,4.1,0,11.5,0,117.4,100.7,16.6
2020-09-15T17:07:02Z,41.63099575,-112.4939862,5.2,0,29.3,0,77.7,67.6,10.6,2.7,0,22.4,0,85.7,78.3,7.1
2020-10-16T03:36:06Z,41.63099575,-112.4939862,29.1,0,30,0,35.7,16.3,19,22.3,0,17.1,0,30.4,19.5,11.1
2020-11-15T14:05:10Z,41.63099575,-112.4939862,50.6,0,36.6,0,14.8,4.2,10.6,38.8,0,28.5,0,9,2.7,6.2
2020-12-16T00:34:14Z,41.63099575,-112.4939862,70.4,0,10.5,8.9,4.9,0.7,3.9,52.6,0,0.6,4.7,0.5,0.2,0.3
2021-01-16T05:14:31Z,41.63099575,-112.4939862,87.2,35.7,31.1,9,2.9,0,2.9,59.6,0,8.7,38.9,0,0,0
2021-02-15T15:43:35Z,41.63099575,-112.4939862,86.5,40.8,25.1,2.7,7,0,6.9,69.5,0,4.8,29.4,0,0,0
2021-03-18T02:12:39Z,41.63099575,-112.4939862,75.2,5.5,10.5,0,44.3,6.8,37.4,84.7,61.2,44.5,0,21.5,0.6,20.6
2021-04-17T12:41:43Z,41.63099575,-112.4939862,50.8,0,22,0,59.1,18.5,40.9,74.2,8.9,29.7,0,50.4,7.1,43.3
2021-05-17T23:10:47Z,41.63099575,-112.4939862,24.3,0,0.6,0,105.5,77.1,28.4,37.9,0,13.4,0,90.1,44.2,45.5
2021-06-17T09:39:51Z,41.63099575,-112.4939862,28.7,0,84.2,0,104.4,46.9,57.6,18.4,0,16,0,121.7,92.8,28.7
2021-07-17T20:08:54Z,41.63099575,-112.4939862,26.5,0,41.6,0,138.7,80.2,58.3,6.4,0,13.9,0,145.6,121.5,23.8
2021-08-17T06:37:58Z,41.63099575,-112.4939862,12.1,0,7,0,113.7,92.3,21.3,3.2,0,29,0,116.6,91.5,24.9
2021-09-16T17:07:02Z,41.63099575,-112.4939862,9.8,0,28.4,0,74.7,50.8,24,6.2,0,12.1,0,69.7,57.3,12.3
2021-10-17T03:36:06Z,41.63099575,-112.4939862,20,0,48.5,0,33.3,20.5,12.6,30.2,0,84.9,0,39.8,22.8,17
2021-11-16T14:05:10Z,41.63099575,-112.4939862,48.2,0,8.5,0,13.8,5.1,8.9,86.4,36.2,44.6,5.2,10.3,0.1,10.1
2021-12-17T00:34:14Z,41.63099575,-112.4939862,76.8,8.5,30,0,6.7,0.3,6.4,87.7,24.2,16.9,8,0,0,0
2022-01-16T05:14:31Z,41.63099575,-112.4939862,84.6,2.4,5.4,5.4,7.9,0,7.4,87.7,0,0,18.3,0,0,0
2022-02-15T15:43:35Z,41.63099575,-112.4939862,85.4,5.2,9.8,0,13.5,0.1,13.2,87.5,50.1,34.7,4.4,4.1,0,4.1
2022-03-18T02:12:39Z,41.63099575,-112.4939862,78.6,0,26.1,0,44.3,4.1,39.9,86.5,14.3,26,1.2,18.6,0.3,18.1
2022-04-17T12:41:43Z,41.63099575,-112.4939862,72.8,1.9,63.5,0,61.6,8,53.9,75.6,0.5,26,0,43.1,3.2,39.8
2022-05-17T23:10:47Z,41.63099575,-112.4939862,62.3,0,28.8,0,98.6,26.1,72.5,50,0,24.4,0,100.5,34.9,65.6
2022-06-17T09:39:51Z,41.63099575,-112.4939862,18.2,0,0.7,0,144.6,113.8,30.9,18.2,0,0,0,131.1,104.5,26.8
2022-07-17T20:08:54Z,41.63099575,-112.4939862,3.3,0,6.1,0,151.4,139.6,12,3.6,0,0.9,0,145.7,138.2,6.9
2022-08-17T06:37:58Z,41.63099575,-112.4939862,0.7,0,2.9,0,123.3,119.3,3.6,1.6,0,22.5,0,121.3,99.8,21.2
2022-09-16T17:07:02Z,41.63099575,-112.4939862,0.2,0,7.5,0,78.8,71.2,7.4,2.9,0,32.4,0,79.6,66,13.9
2022-10-17T03:36:06Z,41.63099575,-112.4939862,0.8,0,16.7,0,46.4,41.7,4.9,40.3,0,51.7,0,41.4,17.3,24.1
2022-11-16T14:05:10Z,41.63099575,-112.4939862,19.7,0,71.1,0.7,20.5,14.2,6.8,54.7,0,13.2,0,6.8,1.5,5.3
2022-12-17T00:34:14Z,41.63099575,-112.4939862,82.2,3.3,8.5,21.5,0,0,0,80.9,0,8.3,11.4,2.4,0.4,2.2
2023-01-16T05:14:31Z,41.63099575,-112.4939862,87.7,62.9,36.1,14.3,0,0,0,87,40,15.1,0,4.8,0,4.8
2023-02-15T15:43:35Z,41.63099575,-112.4939862,85.7,17.5,5.3,0,11.1,0,10.9,83.1,0,0.6,0,8.4,0.3,8
2023-03-18T02:12:39Z,41.63099575,-112.4939862,77.6,0,15.3,0,24.9,2.2,22.7,84.6,18.9,42.4,0,21.2,0.8,20.2
2023-04-17T12:41:43Z,41.63099575,-112.4939862,74.4,1.8,41,0,60.1,6.9,53.3,79.9,0,35.9,0,55.2,4,50.5
2023-05-17T23:10:47Z,41.63099575,-112.4939862,59.6,26.2,103.3,0,102.5,29.8,72.7,59.8,0,27,0,83.5,23.6,59.8
2023-06-17T09:39:51Z,41.63099575,-112.4939862,45.2,0,55.4,0,108.6,36.2,72.4,24.5,0,6.1,0,110.3,76.2,34.1
2023-07-17T20:08:54Z,41.63099575,-112.4939862,31,0,10.8,0,133.1,84.8,48.2,6.2,0,8.9,0,138,119.7,18.5
2023-08-17T06:37:58Z,41.63099575,-112.4939862,8,0,26.8,0,117.2,84.1,33.6,3.8,0,25.4,0,122.7,98.2,24.2
2023-09-16T17:07:02Z,41.63099575,-112.4939862,6.9,0,10.4,0,78.3,66.3,12,3.9,0,13.6,0,78.4,66.4,11.8
2023-10-17T03:36:06Z,41.63099575,-112.4939862,5.2,0,6.8,0,32.8,29.7,3.4,10.6,0,21.1,0,46.3,39.4,7.2
2023-11-16T14:05:10Z,41.63099575,-112.4939862,27.4,0,40.6,2.4,6.5,3.2,3,40.3,0,30.1,0,6,1.3,4.5
2023-12-17T00:34:14Z,41.63099575,-112.4939862,60.6,0,6.7,14,3.2,0.6,2.3,51.7,0,2.3,2.7,5.7,2.1,3.7
2024-01-16T05:14:31Z,41.63099575,-112.4939862,74.8,0,3.9,23.4,0,0,0,69.9,0,16.9,4.8,1.6,0.1,1.4
2024-02-15T15:43:35Z,41.63099575,-112.4939862,84.4,39.8,28.2,1,3.2,0,3.1,86,10.1,9.4,0,8.6,0.3,8.3
2024-03-17T02:12:39Z,41.63099575,-112.4939862,86.6,22.7,26.5,0,17.9,0.4,17.5,74.6,0,23.5,0,44.3,5.2,39.5
2024-04-16T12:41:43Z,41.63099575,-112.4939862,74.8,0,25,0,52.6,7.6,45.2,75.6,1.3,77.9,0,65.4,4.1,61.4
2024-05-16T23:10:47Z,41.63099575,-112.4939862,46.4,0,27.2,0,102.6,42.3,60,66.8,0,66.3,0,90.3,18.7,71.6
2024-06-16T09:39:51Z,41.63099575,-112.4939862,48.2,0,68.4,0,118.3,47.2,71.4,54.2,0,26.1,0,122.9,47.8,75.4
2024-07-16T20:08:54Z,41.63099575,-112.4939862,11.7,0,8,0,154.6,126.6,28.1,14.7,0,39,0,143.2,99.7,43.9
2024-08-16T06:37:58Z,41.63099575,-112.4939862,2.3,0,6.1,0,125.9,116.4,9.8,10.5,0,1.2,0,124.8,107.9,16.8
2024-09-15T17:07:02Z,41.63099575,-112.4939862,0.7,0,0.8,0,77,75.7,0.8,8.9,0,21.8,0,82.7,69.9,12.4
2024-10-16T03:36:06Z,41.63099575,-112.4939862,8.8,0,35.4,0,42.1,34.7,7.5,21.8,0,27.1,0,36.8,19.7,16.7
2024-11-15T14:05:10Z,41.63099575,-112.4939862,27.5,0,3.8,0,14.8,9.9,4.8,29.4,0,26.6,0,12.7,6.5,6.1
2024-12-16T00:34:14Z,41.63099575,-112.4939862,40.1,0,15.1,6.2,2.5,1.5,0.9,70.6,0,17,4.5,1,0.1,0.9
2025-01-16T05:14:31Z,41.63099575,-112.4939862,73.3,52.6,90.6,0,14.2,0.7,13.1,75.1,0,0,0,1.3,0,1.3
2025-02-15T15:43:35Z,41.63099575,-112.4939862,84.1,1,5.9,0,15.8,0.6,15,81.9,5.4,11.7,0.3,7.1,0.4,6.8
2025-03-18T02:12:39Z,41.63099575,-112.4939862,83.3,56.8,107.3,0,44.9,1.2,43.5,86.1,14.2,31.9,0,23.9,0.1,23.2
2025-04-17T12:41:43Z,41.63099575,-112.4939862,73,3.5,30.2,0,69.9,10.3,59.5,67.4,0,32.4,0,55.8,7.8,48.6
2025-05-17T23:10:47Z,41.63099575,-112.4939862,59.1,0,72.5,0,88.6,14.7,74.1,57.5,0,34,0,76.6,19.2,57.5
2025-06-17T09:39:51Z,41.63099575,-112.4939862,28.2,0,11.1,0,131.9,83.4,48.5,35,0,27.6,0,125.9,70.9,55.1
2025-07-17T20:08:54Z,41.63099575,-112.4939862,6.3,0,14.6,0,148.2,123.7,24.8,7.9,0,1.1,0,153.9,138.7,15.4
2025-08-17T06:37:58Z,41.63099575,-112.4939862,8.5,0,31.8,0,120.5,94,26.6,6,0,26,0,131,106.1,24.6
2025-09-16T17:07:02Z,41.63099575,-112.4939862,6.2,0,7.4,0,77.5,66.3,11.2,5.5,0,19.1,0,77.9,61.9,15.7
2025-10-17T03:36:06Z,41.63099575,-112.4939862,5.4,0,11.9,0,52.3,44.7,7.7,25.6,0,31.3,0,40,25.7,14.6
2025-11-16T14:05:10Z,41.63099575,-112.4939862,33,0,39.6,0,16.3,7.2,8.9,40.5,0,23.2,0.1,6.5,2.9,3.5
2025-12-17T00:34:14Z,41.63099575,-112.4939862,49.3,9.7,29.8,31.6,4.1,2.2,1.9,77,0,8.7,9.2,0.9,0,0.7
2026-01-16T05:14:31Z,41.63099575,-112.4939862,84.4,39.4,8.5,0,9.9,0.3,9.3,85.4,43.7,21,3.4,1.8,0,1.8
2026-02-15T15:43:35Z,41.63099575,-112.4939862,79.4,56.5,80.3,0,18.4,1,17.4,87.6,32.3,20.4,0,2.8,0,2.8
2026-03-18T02:12:39Z,41.63099575,-112.4939862,86.8,9,34.3,0.1,26.7,0,26.4,79.2,0,6.6,0,29.2,2.7,26.7
2026-04-17T12:41:43Z,41.63099575,-112.4939862,82.2,20.2,50.8,0,43.1,1.7,40.9,72.8,0,45.8,0,48.4,4.9,43.5
2026-05-17T23:10:47Z,41.63099575,-112.4939862,69.6,14.5,64.2,0,98,17,81.2,67.3,10,91.9,0,88.9,13.5,74.9
2026-06-17T09:39:51Z,41.63099575,-112.4939862,36.7,0,42.1,0,119.8,50.5,69.4,52.7,0,31.8,0,128.7,47.7,81.4
2026-07-17T20:08:54Z,41.63099575,-112.4939862,10,0,1.7,0,144.6,125.7,18.6,22.9,0,35.7,0,134.3,86.4,48.1
2026-08-17T06:37:58Z,41.63099575,-112.4939862,2.1,0,6.7,0,130.1,121,10,8.9,0,20.8,0,114.2,84.2,29.6
2026-09-16T17:07:02Z,41.63099575,-112.4939862,9,0,36.9,0,84.3,60.1,24.2,7.4,0,18.3,0,77.9,60.6,17.4
2026-10-17T03:36:06Z,41.63099575,-112.4939862,16.5,0,22.6,0,46.4,24.8,21.3,28.3,0,57.3,0.6,40.2,15.7,25
2026-11-16T14:05:10Z,41.63099575,-112.4939862,15.8,0,13.1,0,15.3,11.7,3.6,47.7,0,10.5,0,9.2,3.6,5.4
2026-12-17T00:34:14Z,41.63099575,-112.4939862,71,10.7,52.6,8,3.4,0.5,2.9,48.8,0,4,0,7.7,2.7,5.1
2027-01-16T05:14:31Z,41.63099575,-112.4939862,87.7,35.7,17.7,22.6,0,0,0,64.6,0,26.2,2.3,3.3,0.8,2.4
2027-02-15T15:43:35Z,41.63099575,-112.4939862,87.7,38.7,11.5,4.8,0.5,0,0.5,86.5,21,34.2,0.8,10.5,0,10.5
2027-03-18T02:12:39Z,41.63099575,-112.4939862,85,4.3,7.9,0,17.8,0.4,16.8,86.2,19.8,48.1,0,33.5,0.2,33.1
2027-04-17T12:41:43Z,41.63099575,-112.4939862,59.2,0,15.8,0,71.9,19.4,52.8,70.6,0,41.4,0,64.5,7.5,56.9
2027-05-17T23:10:47Z,41.63099575,-112.4939862,26.4,0,5.6,0,108.1,73,35.3,64.4,33.1,113.7,0,88.7,17.8,71.1
2027-06-17T09:39:51Z,41.63099575,-112.4939862,7.1,0,0.8,0,129.1,118.1,11.2,51.9,0,27.8,0,109.4,36.4,72.9
2027-07-17T20:08:54Z,41.63099575,-112.4939862,2.9,0,16.3,0,144.3,126.9,17,22.6,0,24.3,0,130.5,86.4,43.8
2027-08-17T06:37:58Z,41.63099575,-112.4939862,0.9,0,0.9,0,128.2,125.8,2.3,7.6,0,6.7,0,126,109,17
2027-09-16T17:07:02Z,41.63099575,-112.4939862,9.1,0,45.6,0,68.5,56.6,11.8,7.7,0,38.2,0,70,48.3,21.3
2027-10-17T03:36:06Z,41.63099575,-112.4939862,36,0,20.8,0,43.7,23.8,20,26,0,55.2,0,38.6,24.9,14.1
2027-11-16T14:05:10Z,41.63099575,-112.4939862,41.3,0,16.8,0,13.7,5.3,8.6,76.7,13.6,36.6,0,13.3,1,12.1
2027-12-17T00:34:14Z,41.63099575,-112.4939862,46.7,0,5.7,2.1,4,2,2.2,85.5,0,0,1.6,2.9,0,2.9
2028-01-16T05:14:31Z,41.63099575,-112.4939862,78.4,23.6,30.9,3.9,0,0,0,85.2,6,0,1.6,0,0,0
2028-02-15T15:43:35Z,41.63099575,-112.4939862,87.3,75.1,52,0,10.7,0,10.7,87.6,28.4,18.6,0.3,0.8,0,0.8
2028-03-17T02:12:39Z,41.63099575,-112.4939862,83.2,6.5,36.7,0,32,0.6,30.9,87.5,52.9,51.5,0,10.8,0,10.8
2028-04-16T12:41:43Z,41.63099575,-112.4939862,66,0,10.1,0,53.9,11.3,42.7,79,0,39.4,0,55.9,3.3,52.6
2028-05-16T23:10:47Z,41.63099575,-112.4939862,42.4,0,55.9,0,92.9,34.9,57.6,64.8,0,53.2,0,95.8,20.6,75.6
2028-06-16T09:39:51Z,41.63099575,-112.4939862,45.8,0,46.4,0,119.4,47.7,71.3,39.3,0,23.7,0,113.5,56.9,56.6
2028-07-16T20:08:54Z,41.63099575,-112.4939862,48.5,29.4,119.8,0,138,53.2,85,11.5,0,22.5,0,146.8,112,35.6
2028-08-16T06:37:58Z,41.63099575,-112.4939862,18.1,0,39.5,0,117.7,68.7,48.7,3.7,0,22.4,0,125.2,100.5,24.2
2028-09-15T17:07:02Z,41.63099575,-112.4939862,27.3,0,49.4,0,72.8,33.5,39.1,6.9,0,13.4,0,73.9,60.6,13.3
2028-10-16T03:36:06Z,41.63099575,-112.4939862,64.7,0,80.8,0,34.8,3.2,31.6,13.4,0,21.8,0,40,27.2,13.1
2028-11-15T14:05:10Z,41.63099575,-112.4939862,77.8,0,8.7,0,13.7,1.3,12.1,13.2,0,4.1,0,16,11.7,4.4
2028-12-16T00:34:14Z,41.63099575,-112.4939862,75.8,0,2.2,15,5.9,0.7,5.1,14.4,0,1.2,6.5,2.5,1.5,0.9
2029-01-16T05:14:31Z,41.63099575,-112.4939862,85.2,25.8,14.8,4.3,1.4,0,1.4,21.5,0,16.1,2.1,2.9,1.6,1.4
2029-02-15T15:43:35Z,41.63099575,-112.4939862,87.6,31.9,12.3,0.2,2.6,0,2.6,50.4,0,14.1,0,13.1,3.5,9.3
2029-03-18T02:12:39Z,41.63099575,-112.4939862,81.7,18.9,35.5,0.8,23.1,1.9,21.5,57.7,0,29.8,0,40.7,11.3,29.1
2029-04-17T12:41:43Z,41.63099575,-112.4939862,71.4,4.4,12.8,0,63,13.8,49.2,50.5,0,36.9,0,62.6,17.1,45.3
2029-05-17T23:10:47Z,41.63099575,-112.4939862,55.4,0,94.2,0,88.2,17.6,70.7,43,0,43,0,87.5,35.2,52
2029-06-17T09:39:51Z,41.63099575,-112.4939862,56.7,0,48.4,0,132.2,41.8,90.5,21.2,0,14.5,0,112.4,75.7,36.8
2029-07-17T20:08:54Z,41.63099575,-112.4939862,17.9,0,29.1,0,128.2,81.8,46.4,6.8,0,17.8,0,138.7,113.6,24.9
2029-08-17T06:37:58Z,41.63099575,-112.4939862,7.6,0,16.3,0,127.7,105.3,22.3,2.1,0,2.3,0,128.2,122.6,5.9
2029-09-16T17:07:02Z,41.63099575,-112.4939862,14.4,0,60.4,0,78.2,48,30.3,1.8,0,17,0,80.4,70,10.1
2029-10-17T03:36:06Z,41.63099575,-112.4939862,38.1,0,33,1.1,44.6,20.1,24.5,8.2,0,17.4,0,37.7,31.4,6.4
2029-11-16T14:05:10Z,41.63099575,-112.4939862,49.5,0,13.6,0,8.9,3,5.9,20.8,0,6.7,0,12.6,7.9,5
2029-12-17T00:34:14Z,41.63099575,-112.4939862,56,0,5.8,10.9,3.5,1.4,2.2,59.3,0,18.5,0.6,1.5,0.1,1.3
2030-01-16T05:14:31Z,41.63099575,-112.4939862,82.1,24.5,31.7,0,5.3,0,5.1,74.5,0,5.1,44.3,0,0,0
2030-02-15T15:43:35Z,41.63099575,-112.4939862,85.2,43.8,48.6,0,10.5,0,10.1,86.8,127.9,63.1,3.1,0.6,0,0.6
2030-03-18T02:12:39Z,41.63099575,-112.4939862,75.7,2.5,16.2,0,37.9,4.5,33.4,86.7,34.9,36.7,0,17,0.2,16.7
2030-04-17T12:41:43Z,41.63099575,-112.4939862,67.5,0,32.5,0,46.3,6.8,39.3,71.7,0,24,0,53.4,6.6,47.2
2030-05-17T23:10:47Z,41.63099575,-112.4939862,40.8,0,24.4,0,111,47.4,63.6,47.6,0,28.7,0,99,38.3,60.5
2030-06-17T09:39:51Z,41.63099575,-112.4939862,20.2,0,24.1,0,124.3,87.3,37,16.4,0,8.9,0,125.2,93.9,31.1
2030-07-17T20:08:54Z,41.63099575,-112.4939862,20.8,0,81.3,0,151.8,91,60.4,8.1,0,31,0,138.4,106.8,31.9
2030-08-17T06:37:58Z,41.63099575,-112.4939862,16.3,0,2.2,0,128.5,101.6,26.8,3.6,0,3.7,0,129.3,119.9,9.5
2030-09-16T17:07:02Z,41.63099575,-112.4939862,4.7,0,1.5,0,80.6,74.5,6.2,11.5,0,51.9,0,77.6,52.6,25.3
2030-10-17T03:36:06Z,41.63099575,-112.4939862,8.5,0,38.5,0,46.2,30.2,16.1,38.2,0,32.7,0,48.2,22.1,26.1
2030-11-16T14:05:10Z,41.63099575,-112.4939862,70.3,0,65.7,0,15.2,1.4,14.1,33.8,0,6.1,0.4,12.6,7.3,5.3
2030-12-17T00:34:14Z,41.63099575,-112.4939862,80,0,0,0,8.4,0,7.5,40.3,0,4.2,0,6.7,2.5,4
2031-01-16T05:14:31Z,41.63099575,-112.4939862,82.2,0.8,8.7,0,6.9,0,6.4,45,0,3.6,39.8,0.3,0.2,0.2
2031-02-15T15:43:35Z,41.63099575,-112.4939862,87.5,55.6,36.2,0,3.1,0,3.1,63.1,41.3,44.3,0,6.4,0,6.4
2031-03-18T02:12:39Z,41.63099575,-112.4939862,79.4,3.7,24.3,0,22.8,1.7,21.2,77.7,5.4,29.6,0,49.1,4.9,44.7
2031-04-17T12:41:43Z,41.63099575,-112.4939862,82.7,10.7,34.4,0,48.1,3,45,56.7,0,39.2,0,61.7,15,47
2031-05-17T23:10:47Z,41.63099575,-112.4939862,46.6,0,16.5,0,99.9,43.4,56.9,67,19.2,92.2,0,89,13.8,75.2
2031-06-17T09:39:51Z,41.63099575,-112.4939862,14.2,0,5.5,0,135.5,109.2,26.1,39.1,0,24.3,0,109.7,51.3,58
2031-07-17T20:08:54Z,41.63099575,-112.4939862,3.1,0,5.3,0,149.1,138.7,10.5,17.9,0,27.7,0,140.3,101.2,38.8
2031-08-17T06:37:58Z,41.63099575,-112.4939862,0.5,0,2.3,0,130.7,127.6,2.9,6.6,0,7,0,123.8,107.5,16.4
2031-09-16T17:07:02Z,41.63099575,-112.4939862,0.1,0,0,0,74.7,74.7,0,3.5,0,20.8,0,81.2,65.5,15.8
2031-10-17T03:36:06Z,41.63099575,-112.4939862,0.1,0,1.8,0,49.7,47.8,1.6,23.6,0,37.1,0,42.2,22.8,19.1
2031-11-16T14:05:10Z,41.63099575,-112.4939862,11.3,0,23.1,0,16.2,12.9,3.3,31.4,0,19.7,0.9,15.6,8.1,7.5
2031-12-17T00:34:14Z,41.63099575,-112.4939862,26.6,0,15.9,0.3,4.7,3.3,1.7,64.1,38.3,64.2,7.6,0,0,0
2032-01-16T05:14:31Z,41.63099575,-112.4939862,64.5,0,22.7,0,8.5,1.4,7,87,20.2,5.4,0,5.9,0,5.8
2032-02-15T15:43:35Z,41.63099575,-112.4939862,78.9,22.5,43.1,0.5,10.3,0.6,9.6,87.1,44.4,39.2,0.3,6.3,0,6.3
2032-03-17T02:12:39Z,41.63099575,-112.4939862,84.9,37.7,58.8,0,36.2,1.1,34.8,84.4,10,24.8,0,29.3,1.1,28.1
2032-04-16T12:41:43Z,41.63099575,-112.4939862,53.6,0,1.2,0,75.6,31.2,44.4,61.9,0,27.5,0,74.3,14.6,59.8
2032-05-16T23:10:47Z,41.63099575,-112.4939862,23.2,0,38.1,0,106.3,61.6,44.7,65,37.2,155.4,0,89.6,10.2,79.4
2032-06-16T09:39:51Z,41.63099575,-112.4939862,23.5,0,27.2,0,130,90.5,39.4,63.1,0,39.8,0,112.4,25.8,86.8
2032-07-16T20:08:54Z,41.63099575,-112.4939862,6.3,0,6.5,0,150.4,133.4,17,19.2,0,3.7,0,150.4,113.7,36.7
2032-08-16T06:37:58Z,41.63099575,-112.4939862,3.3,0,23.4,0,125.9,102.4,23.2,4,0,6.5,0,121.4,109.5,12
2032-09-15T17:07:02Z,41.63099575,-112.4939862,1.6,0,0.5,0,81.4,79.5,2,18.6,0,94.6,0,73.6,39.5,34
2032-10-16T03:36:06Z,41.63099575,-112.4939862,0.9,0,3.3,0,38,34.8,2.9,66.5,0,35,0,40,6.8,33.2
2032-11-15T14:05:10Z,41.63099575,-112.4939862,10.1,0,27.8,0,18.3,10.3,8,76.5,0.7,28.1,0,11.9,0.7,10.8
2032-12-16T00:34:14Z,41.63099575,-112.4939862,29,0,17.5,19.1,1.2,0.3,0.9,87.2,31.5,25.9,11,1.8,0,1.8
2033-01-16T05:14:31Z,41.63099575,-112.4939862,63.7,0,0,0,2.9,0,2.7,87.3,48.7,26.5,0,2.8,0,2.8
2033-02-15T15:43:35Z,41.63099575,-112.4939862,83.5,2.6,11.4,0,9,0.2,8.4,86.4,58.3,48.4,0,6.8,0,6.7
2033-03-18T02:12:39Z,41.63099575,-112.4939862,79.8,43.2,73.9,0,43.6,2.7,41.1,74.7,0,11.5,0,38.7,5,33.3
2033-04-17T12:41:43Z,41.63099575,-112.4939862,84.4,20.8,74.7,0,46.9,1,46,53.2,0,22.1,0,60.6,18,42.7
2033-05-17T23:10:47Z,41.63099575,-112.4939862,62.2,0,39.2,0,105.5,24.8,80.4,39.5,0,36.6,0,95.2,41.2,54.1
2033-06-17T09:39:51Z,41.63099575,-112.4939862,32.3,0,68.2,0,130.8,68.1,63,14.1,0,2.6,0,131.8,108.9,23.1
2033-07-17T20:08:54Z,41.63099575,-112.4939862,31,0,17.6,0,144.7,91.7,53.2,3,0,6.3,0,140.1,128.7,10.7
2033-08-17T06:37:58Z,41.63099575,-112.4939862,6.9,0,15.9,0,127.9,105.9,22.1,0.6,0,6.3,0,132.4,124.5,7.1
2033-09-16T17:07:02Z,41.63099575,-112.4939862,6.5,0,25.6,0,77.4,63.3,14.1,0.2,0,6.2,0,89.7,83.8,5.7
2033-10-17T03:36:06Z,41.63099575,-112.4939862,35.9,0,75.3,0.6,38.8,13.5,25.4,0.5,0,3.4,0,47.1,45.8,1.1
2033-11-16T14:05:10Z,41.63099575,-112.4939862,83.2,0,27,14.5,10.6,0.5,10.2,6.5,0,5.1,3.6,6.2,4.9,1
2033-12-17T00:34:14Z,41.63099575,-112.4939862,87.6,92.7,59.6,9.4,2.4,0,2.4,17.8,0,0.4,3.4,5.8,4,1.7
2034-01-16T05:14:31Z,41.63099575,-112.4939862,86.7,15.5,9.3,0.3,6.1,0,6.1,22.3,0,3.4,11.9,0,0,0
2034-02-15T15:43:35Z,41.63099575,-112.4939862,85.5,2.1,3.7,0.6,8.2,0,7.9,49.4,0,14.8,12.5,0,0,0
2034-03-18T02:12:39Z,41.63099575,-112.4939862,85.6,8,25.5,0,19.9,0,19.8,69.6,0,6.8,0.1,17,2.3,14.8
2034-04-17T12:41:43Z,41.63099575,-112.4939862,71.9,0,21.3,0,55.8,8.1,47.9,59.1,0,16.1,0,49.3,11.7,37.3
2034-05-17T23:10:47Z,41.63099575,-112.4939862,51.9,0,58.1,0,87.9,25.2,63.4,43.4,0,44.3,0,93.4,40.4,52.9
2034-06-17T09:39:51Z,41.63099575,-112.4939862,32.2,0,20.2,0,130.6,71.5,59.1,36,0,31.6,0,121.9,67.2,55.4
2034-07-17T20:08:54Z,41.63099575,-112.4939862,7,0,2.5,0,156.6,141.3,15.3,8.6,0,12,0,145.8,120.2,25.7
2034-08-17T06:37:58Z,41.63099575,-112.4939862,1.2,0,0,0,134.8,132.9,1.8,2,0,9.2,0,126.7,116.4,10.2
2034-09-16T17:07:02Z,41.63099575,-112.4939862,0.9,0,17.1,0,84.7,80.2,4,3.6,0,19.8,0,71.8,55.8,15.7
2034-10-17T03:36:06Z,41.63099575,-112.4939862,10.4,0,2.8,0,43.6,35.7,8.1,8.1,0,26,0,48,37.7,10.9
2034-11-16T14:05:10Z,41.63099575,-112.4939862,12.2,0,13.7,0,19.9,14.9,5.5,66.3,15.8,64.9,3.5,6.2,0.3,5.9
2034-12-17T00:34:14Z,41.63099575,-112.4939862,23.3,0,2.5,16.2,2.3,1.7,0.6,87.6,46.8,40.3,58.8,1,0,1
2035-01-16T05:14:31Z,41.63099575,-112.4939862,46.2,0,25.8,3.2,0,0,0,87.7,131.5,25.6,10.4,0,0,0
2035-02-15T15:43:35Z,41.63099575,-112.4939862,76.2,0,3.6,0,12.6,1.7,10.9,87.7,8.6,0,10.4,0,0,0
2035-03-18T02:12:39Z,41.63099575,-112.4939862,77.5,0,37.5,0,36.5,3,33.4,85.5,54.9,58.2,0,24.1,0.3,23.5
2035-04-17T12:41:43Z,41.63099575,-112.4939862,61.3,0,16.4,0,70.8,20.4,50.3,72.4,0,38.3,0,65.2,7.7,57.5
