date,lat,lon,soil_water_monthly_wc,runoff_monthly_wc,rain_monthly_wc,accumswe_monthly_wc,pet_monthly_wc,deficit_monthly_wc,aet_monthly_wc,soil_water_monthly_bc,runoff_monthly_bc,rain_monthly_bc,accumswe_monthly_bc,pet_monthly_bc,deficit_monthly_bc,aet_monthly_bc
2081-05-17T23:10:47Z,37.60452811,-110.0022454,8,0,23.9,0,122.6,90.5,32.2,11.7,0,13.8,0,100.1,68,32.1
2081-06-17T09:39:51Z,37.60452811,-110.0022454,0.7,0,0.5,0,154.8,152,2.4,2.3,0,8.3,0,143.8,130.4,13.2
2081-07-17T20:08:54Z,37.60452811,-110.0022454,0,0,25.9,0,175.4,149.5,26,0.2,0,12.5,0,159.9,147.5,12.4
2081-08-17T06:37:58Z,37.60452811,-110.0022454,3.9,0,78.5,0,144,91.7,52.2,1.1,0,20.5,0,134.8,122.2,12.5
2081-09-16T17:07:02Z,37.60452811,-110.0022454,35,10.8,108.3,0,97.7,19.7,78.3,3.5,0,7,0,94.5,80.6,13.9
2081-10-17T03:36:06Z,37.60452811,-110.0022454,43.9,14.1,59.4,0,60,5.3,54.7,12.6,0,29.4,0,46.3,31.7,14.1
2081-11-16T14:05:10Z,37.60452811,-110.0022454,28.9,0,6.1,0,28.5,10.4,18.4,33.5,0,42.8,0,21.7,6.4,15.3
2081-12-17T00:34:14Z,37.60452811,-110.0022454,27.6,0,12.9,0.1,15.1,5,9.8,49.1,7.1,11.1,2.9,6.6,0.1,6.4
2082-01-16T05:14:31Z,37.60452811,-110.0022454,48,53.5,76.8,0,11.6,0.2,11.4,49.1,9,10.2,0,11.3,0.2,11
2082-02-15T15:43:35Z,37.60452811,-110.0022454,43.9,2.6,4.5,0,24.3,3.6,20.7,47.4,14.8,29.9,1.6,17.2,1.1,16.3
2082-03-18T02:12:39Z,37.60452811,-110.0022454,21,0,17.7,0,64.5,33.3,31.1,44.8,2.1,16.2,0,32.3,3.4,29
2082-04-17T12:41:43Z,37.60452811,-110.0022454,9.7,0,4.5,0,89.6,69.2,20.6,33,0,24.8,0,61.9,18.3,43.8
2082-05-17T23:10:47Z,37.60452811,-110.0022454,2.1,0,9.2,0,124.3,111.6,12.5,10.2,0,3.6,0,95.2,74.2,21
2082-06-17T09:39:51Z,37.60452811,-110.0022454,1.1,0,12,0,158.6,146.4,11.9,1.1,0,0,0,140,137.2,3.3
2082-07-17T20:08:54Z,37.60452811,-110.0022454,1.3,0,36.6,0,161.2,128.1,32.7,11.6,0,67.8,0,154.8,97.8,56.9
2082-08-17T06:37:58Z,37.60452811,-110.0022454,8.3,0,97.4,0,137.6,78.6,59.1,3.5,0,3.1,0,137.2,124.1,13.3
2082-09-16T17:07:02Z,37.60452811,-110.0022454,17.4,0,6.9,0,97.2,55.8,41.2,16.5,24.9,99.1,0,89.4,59.5,29.6
2082-10-17T03:36:06Z,37.60452811,-110.0022454,17.8,0,49.5,0,66.4,28.5,37.9,37.6,12.6,55.1,0,55,10.2,44.9
2082-11-16T14:05:10Z,37.60452811,-110.0022454,15.8,0,4,0,26.8,16.5,10,43.8,8.6,30.5,1,21.7,2,19.7
2082-12-17T00:34:14Z,37.60452811,-110.0022454,31.5,0,32.4,0,16.1,4.8,11,50.4,17.7,15.1,0,5.7,0,5.7
2083-01-16T05:14:31Z,37.60452811,-110.0022454,34.3,0,30.1,0,25.9,7.5,18.8,50,72.9,44.8,7.4,5,0,4.9
2083-02-15T15:43:35Z,37.60452811,-110.0022454,47.3,6,30.3,0,32.4,1.5,30.7,49.2,18.9,1.3,0,11.4,0.8,10.6
2083-03-18T02:12:39Z,37.60452811,-110.0022454,40.9,0,49.1,0,59.5,6.5,53.1,29.6,0,3.1,0,42.3,16.3,26
2083-04-17T12:41:43Z,37.60452811,-110.0022454,21.2,0,11.2,0,85.8,44.3,41.6,11.5,0,4,0,63.3,45.9,17.3
2083-05-17T23:10:47Z,37.60452811,-110.0022454,3.8,0,12.4,0,118.7,98.7,20.2,4.7,0,19.8,0,99.7,81.5,18
2083-06-17T09:39:51Z,37.60452811,-110.0022454,3.7,0,49.3,0,151.3,108.1,43,3.5,0,8,0,136.5,121.4,15.1
2083-07-17T20:08:54Z,37.60452811,-110.0022454,2.9,0,32.1,0,155.1,121.6,33.7,0.2,0,10.6,0,158.9,147.4,11.3
2083-08-17T06:37:58Z,37.60452811,-110.0022454,3.7,0,33.9,0,147.3,111.8,35.6,6.2,0,68.1,0,135.2,81.3,53.8
2083-09-16T17:07:02Z,37.60452811,-110.0022454,6.3,0,17.1,0,103.8,84.2,19.6,13.7,0,34.6,0,87.9,56.8,31
2083-10-17T03:36:06Z,37.60452811,-110.0022454,1.2,0,0,0,63.7,61.9,1.5,23.3,0,42.2,0,49.4,19.3,29.7
2083-11-16T14:05:10Z,37.60452811,-110.0022454,2.5,0,11.1,0,27.8,20.5,7,33.6,0,28.1,0,20,5.1,14.9
2083-12-17T00:34:14Z,37.60452811,-110.0022454,8.2,0,10,0,17.9,12.8,5.4,42.8,0,3.4,0,7.6,1,6.7
2084-01-16T05:14:31Z,37.60452811,-110.0022454,10.8,0,0.2,0,24.2,19.5,5.6,38.9,0,0,0,15.5,3.6,11.9
2084-02-15T15:43:35Z,37.60452811,-110.0022454,8.3,0,7.4,0,30.2,22,8,31.2,0,10.9,1.8,17.3,5.5,11.5
2084-03-17T02:12:39Z,37.60452811,-110.0022454,6.5,0,11.2,0,60.3,46,14.6,47,6,36.4,0,24.3,0.9,23.3
2084-04-16T12:41:43Z,37.60452811,-110.0022454,2.2,0,9.2,0,87.8,75,12.5,37.7,7,30.2,0,63,15.4,47.9
2084-05-16T23:10:47Z,37.60452811,-110.0022454,2,0,6.3,0,107.4,101,6.8,10.9,0,9.7,0,117.8,86.8,31.2
2084-06-16T09:39:51Z,37.60452811,-110.0022454,0.4,0,31.8,0,150.7,125.6,24.4,0.9,0,0.3,0,147,143.9,2.9
2084-07-16T20:08:54Z,37.60452811,-110.0022454,2.9,0,32.4,0,170.3,131.2,39.2,5.2,0,57.4,0,156.5,105.1,51.8
2084-08-16T06:37:58Z,37.60452811,-110.0022454,3.9,0,62.9,0,145.4,90.3,54.8,1.8,0,10.1,0,130.2,115.4,15.2
2084-09-15T17:07:02Z,37.60452811,-110.0022454,9.8,0,39.3,0,106.8,77.2,29.8,7.8,0,62.8,0,87.8,50.7,37
2084-10-16T03:36:06Z,37.60452811,-110.0022454,15.7,0,31.4,0,62.9,41.8,20.8,41.3,33.3,90.9,0,50.4,8.2,42.3
2084-11-15T14:05:10Z,37.60452811,-110.0022454,21.4,0,0,0,29.9,16.8,13.1,32.6,0,4.6,1.8,21.2,6.5,14.4
2084-12-16T00:34:14Z,37.60452811,-110.0022454,14.9,0,1.7,0,20.2,13.5,6.7,42.6,0,11.8,3.8,2.7,0.6,2
2085-01-16T05:14:31Z,37.60452811,-110.0022454,26.2,0,32.6,0,22.2,8.2,13.6,49.9,18.5,8.9,0.2,5.8,0,5.7
2085-02-15T15:43:35Z,37.60452811,-110.0022454,26.4,0,3.3,0,31.1,13.6,17,43.7,16.8,32.5,0.2,16.7,2.1,14.4
2085-03-18T02:12:39Z,37.60452811,-110.0022454,25.3,0,45.7,0,59.4,17.6,41.6,44.3,21.7,32.3,0,26.6,2.8,23.9
2085-04-17T12:41:43Z,37.60452811,-110.0022454,10.8,0,7,0,93.8,67.4,26.4,39.2,6.6,59.1,0,60.3,11.4,48.7
2085-05-17T23:10:47Z,37.60452811,-110.0022454,1.8,0,7,0,107.7,97.4,10.6,24.4,0,22.2,0,95.2,38.1,57
2085-06-17T09:39:51Z,37.60452811,-110.0022454,0.4,0,14.3,0,150.7,136.2,14.7,4.3,0,2.9,0,134.6,121.1,13.7
2085-07-17T20:08:54Z,37.60452811,-110.0022454,5.6,0,52.1,0,160,112.4,47.7,7.4,0,63.9,0,159.1,102.9,56.3
2085-08-17T06:37:58Z,37.60452811,-110.0022454,2.3,0,40.7,0,147.8,118.6,29.3,2.7,0,5.6,0,140.5,127,13.8
2085-09-16T17:07:02Z,37.60452811,-110.0022454,9.3,0,16.6,0,101.4,72.8,28.8,2.2,0,21.1,0,95.4,79.6,15.7
2085-10-17T03:36:06Z,37.60452811,-110.0022454,9,0,39.5,0,56.7,40.8,16.3,40.1,10.7,80.5,0,51.1,8,43.2
2085-11-16T14:05:10Z,37.60452811,-110.0022454,22.1,0,2.6,0,21.5,10.6,10.8,26.3,0,4.3,0,26,10.8,15.3
2085-12-17T00:34:14Z,37.60452811,-110.0022454,21.3,0,6,0,13.7,7.3,6.2,19.6,0,2,0,10.4,6.4,4.2
2086-01-16T05:14:31Z,37.60452811,-110.0022454,20.2,0,15.3,0,19.4,9.6,9.7,20.1,0,1.7,0,9.3,5,4.2
2086-02-15T15:43:35Z,37.60452811,-110.0022454,20.4,0,0,0,30.6,18.8,11.7,36.5,15.9,44.8,0,5.8,0.9,4.9
2086-03-18T02:12:39Z,37.60452811,-110.0022454,8.5,0,6.8,0,63.2,47.3,16,46.8,35.9,40.5,0,29.6,2,27.2
2086-04-17T12:41:43Z,37.60452811,-110.0022454,7.1,0,39.9,0,80.2,54,26.4,40.3,3,60.2,0,65.4,7.2,58
2086-05-17T23:10:47Z,37.60452811,-110.0022454,6.8,0,1.8,0,131.5,112.3,18.9,24.6,0,20.9,0,100,47,53.1
2086-06-17T09:39:51Z,37.60452811,-110.0022454,0.4,0,1.2,0,145.5,142.8,2.3,3,0,1.9,0,138.9,128.5,10
2086-07-17T20:08:54Z,37.60452811,-110.0022454,0,0,5.3,0,171.2,165.7,5.3,0.3,0,26.6,0,161.3,136.8,24.1
2086-08-17T06:37:58Z,37.60452811,-110.0022454,0.1,0,19.9,0,154.9,137.3,17.7,2.8,0,33.6,0,140.2,106.6,33.8
2086-09-16T17:07:02Z,37.60452811,-110.0022454,2.8,0,24,0,106.2,86.4,19.6,9.4,0,68.8,0,92.1,56.5,35.9
2086-10-17T03:36:06Z,37.60452811,-110.0022454,25.9,0,53.3,0,65,28.5,36.5,23.2,0,8,0,52.6,24.1,28.8
2086-11-16T14:05:10Z,37.60452811,-110.0022454,23.4,0,14.2,0,31.2,13.2,18.3,14.1,0,8.6,0.6,23.3,15.5,7.7
2086-12-17T00:34:14Z,37.60452811,-110.0022454,24.6,0,14,0,9.5,5.2,4.7,30.4,0,22.6,16.4,6.1,2.7,3.3
2087-01-16T05:14:31Z,37.60452811,-110.0022454,34.1,0,4.3,0,22.8,7,15.8,49.6,84.1,45.7,0,9.5,0.2,9.2
2087-02-15T15:43:35Z,37.60452811,-110.0022454,39.7,0.3,35,0,41.1,6.7,34.1,48.4,5.1,3.9,0,9.5,0.4,9
2087-03-18T02:12:39Z,37.60452811,-110.0022454,29.2,0,40,0,58,17.8,40,40.3,0,24,0,43.3,6.6,36.9
2087-04-17T12:41:43Z,37.60452811,-110.0022454,17.9,0,18.7,0,78.2,41.7,36.5,22.6,0,14.9,0,66.4,32.9,33.8
2087-05-17T23:10:47Z,37.60452811,-110.0022454,4.9,0,12.8,0,129,106.1,23.1,9.3,0,29.1,0,101,63.9,37.1
2087-06-17T09:39:51Z,37.60452811,-110.0022454,0.4,0,3.6,0,161.8,156.8,4.6,2.2,0,16.6,0,137,116.2,21.1
2087-07-17T20:08:54Z,37.60452811,-110.0022454,0,0,24.5,0,162.4,137.8,24.5,26.4,17.4,149.8,0,152.5,42.6,109.7
2087-08-17T06:37:58Z,37.60452811,-110.0022454,5.7,0,67.1,0,141.8,84.8,57.4,7.6,0,11.8,0,139.5,105.8,33.9
2087-09-16T17:07:02Z,37.60452811,-110.0022454,9.6,0,38.8,0,108,69.1,39.1,0.8,0,11.2,0,96.5,83.7,12.6
2087-10-17T03:36:06Z,37.60452811,-110.0022454,11.7,0,23,0,58.5,34.9,23.7,31.7,14.8,86.9,0,47.7,16.7,31
2087-11-16T14:05:10Z,37.60452811,-110.0022454,15.7,0,27.1,0.7,21.9,13.1,8.8,35.4,0,1.4,10.9,16.1,4.4,11.5
2087-12-17T00:34:14Z,37.60452811,-110.0022454,30.6,0,4.1,0,11,4,6.9,46.8,2.1,3.4,0,4.3,0,4.3
2088-01-16T05:14:31Z,37.60452811,-110.0022454,26.9,0,18.6,0,20.5,7.5,13.1,50.4,56.1,49.4,0.7,4.5,0,4.4
2088-02-15T15:43:35Z,37.60452811,-110.0022454,40.7,6.5,52.4,0,35.7,3.1,32.8,45.1,14.8,14.2,0.2,18.6,2.5,15.9
2088-03-17T02:12:39Z,37.60452811,-110.0022454,36.5,0,32.1,0,63.9,13,50.9,43.1,9.5,31,0,27.5,2.8,24.4
2088-04-16T12:41:43Z,37.60452811,-110.0022454,23.6,0,25.9,0,86.4,41.9,44.8,42.9,17.1,65.1,0,62,7.6,54.4
2088-05-16T23:10:47Z,37.60452811,-110.0022454,4.5,0,12.7,0,120.8,99.3,21.5,18.9,0,25.1,0,97.2,48.9,48.1
2088-06-16T09:39:51Z,37.60452811,-110.0022454,0.3,0,2.2,0,160.9,157.5,3,3.3,0,2.1,0,137.7,126.6,10.8
2088-07-16T20:08:54Z,37.60452811,-110.0022454,0.1,0,25.9,0,171.6,146,25.5,0.2,0,12.9,0,162.1,148.9,13.1
2088-08-16T06:37:58Z,37.60452811,-110.0022454,0.4,0,25.1,0,149.8,126.1,23.7,0,0,47.5,0,138.2,91,47.4
2088-09-15T17:07:02Z,37.60452811,-110.0022454,7.3,0,50.5,0,101.5,73.3,28.3,22.2,0,70.2,0,88.1,42.5,45.8
2088-10-16T03:36:06Z,37.60452811,-110.0022454,19.1,0,23.3,0,68.7,38.6,30.1,14.7,0,10.8,0,53,32.7,20.3
2088-11-15T14:05:10Z,37.60452811,-110.0022454,27.3,0,26.3,0,23.9,7.1,16.8,23.9,0,21.5,0,17.8,9.3,8.6
2088-12-16T00:34:14Z,37.60452811,-110.0022454,27.5,0,7.2,0.3,10.2,3.8,6.1,37.9,0,12.5,0,8.9,2.2,6.7
2089-01-16T05:14:31Z,37.60452811,-110.0022454,40.7,0,20.9,0,14.3,1.7,12.8,44.8,4.5,17,0,11.1,1,9.9
2089-02-15T15:43:35Z,37.60452811,-110.0022454,42,6.9,38.4,0,33.5,3.7,29.6,49.9,13,18.5,0.2,10.5,0.2,10.4
2089-03-18T02:12:39Z,37.60452811,-110.0022454,33.9,0.2,39.5,0,64.4,18,46.3,38.6,1.5,9.1,0,45.3,10.9,34.4
2089-04-17T12:41:43Z,37.60452811,-110.0022454,22.1,0,8.7,0,82.2,42.5,39.6,18,0,18.7,0,66.1,34.1,31.9
2089-05-17T23:10:47Z,37.60452811,-110.0022454,3.6,0,3.1,0,120.1,108.6,11.7,4.9,0,3,0,110.5,97.6,12.8
2089-06-17T09:39:51Z,37.60452811,-110.0022454,5.9,0,37.2,0,142.5,107.3,35.3,1,0,8.4,0,146.4,136.7,9.3
2089-07-17T20:08:54Z,37.60452811,-110.0022454,1,0,24.1,0,168.6,142.2,26.6,0,0,29.1,0,167.2,137.9,29.1
2089-08-17T06:37:58Z,37.60452811,-110.0022454,0.1,0,22.7,0,148.1,127.2,20.5,0,0,4.6,0,144.1,139.7,4.6
2089-09-16T17:07:02Z,37.60452811,-110.0022454,1.1,0,11.2,0,103,97.8,5,0,0,0,0,97.5,97.5,0
2089-10-17T03:36:06Z,37.60452811,-110.0022454,9.1,0,16,0,63.8,45.3,18.7,6.4,0,20.6,0,53.2,40.3,13.1
2089-11-16T14:05:10Z,37.60452811,-110.0022454,10.3,0,30.3,0,33.7,23.4,10,16.2,0,10.7,0,22.7,13.4,9.7
2089-12-17T00:34:14Z,37.60452811,-110.0022454,22.3,0,2.2,0,19.9,10,10,19.9,0,4.7,0,6.4,3.1,3.2
2090-01-16T05:14:31Z,37.60452811,-110.0022454,24,0,8.7,0,12.7,5.9,6.5,34.8,86.9,63.3,1,6.4,2.8,3.5
2090-02-15T15:43:35Z,37.60452811,-110.0022454,32.8,0,37,0,36.3,7.8,28.4,49.6,36.6,42.8,0.7,11.9,0.3,11.5
2090-03-18T02:12:39Z,37.60452811,-110.0022454,29.4,0,19.9,0,56.3,19.5,37,41.4,21,28.7,0,39.2,7.4,31.6
2090-04-17T12:41:43Z,37.60452811,-110.0022454,9.4,0,7.7,0,87.1,64.6,22.4,16.2,0,4.2,0,71.2,45.6,25.7
2090-05-17T23:10:47Z,37.60452811,-110.0022454,3.1,0,15.2,0,127.1,109,17.8,3.4,0,4.6,0,105,93.7,10.9
2090-06-17T09:39:51Z,37.60452811,-110.0022454,0.4,0,7.3,0,150.7,142.1,8.1,0.3,0,3.9,0,139.9,135.1,4.5
2090-07-17T20:08:54Z,37.60452811,-110.0022454,2.2,0,65.8,0,170,115.7,54.2,0,0,11.7,0,159.4,147.8,11.7
2090-08-17T06:37:58Z,37.60452811,-110.0022454,6.4,0,63.4,0,149,85,63.9,0,0,13.6,0,136.9,123.5,13.6
2090-09-16T17:07:02Z,37.60452811,-110.0022454,10.6,0,36.7,0,105.1,65.2,40,0.3,0,7.6,0,94,86.7,6.7
2090-10-17T03:36:06Z,37.60452811,-110.0022454,17.5,0,60.1,0,62.1,33.7,28.6,3.6,0,23.4,0,49.3,39.3,9.7
2090-11-16T14:05:10Z,37.60452811,-110.0022454,39.9,0,21.5,0,22.8,3.6,19.3,31.8,0,39.1,0,17.7,6.6,10.9
2090-12-17T00:34:14Z,37.60452811,-110.0022454,49.5,20.4,32,0.6,12.1,0.1,11.7,47.2,20.2,21.7,2.2,6.6,0.4,6
2091-01-16T05:14:31Z,37.60452811,-110.0022454,49.3,41.8,58.6,0.1,19.5,0.2,18.9,50.5,22.4,14.8,25.5,2.1,0,2.1
2091-02-15T15:43:35Z,37.60452811,-110.0022454,47.3,5.7,22.8,0,27,1.4,25.6,47,24.7,0.5,0,14.4,1.5,12.9
2091-03-18T02:12:39Z,37.60452811,-110.0022454,38.5,0,40.6,0,62.8,11.6,51.4,29.1,0,2.1,0,36,14.1,21.9
2091-04-17T12:41:43Z,37.60452811,-110.0022454,21.3,0,33.5,0,81.8,37.8,44.1,12.5,0,2.3,0,70.8,52.6,18.7
2091-05-17T23:10:47Z,37.60452811,-110.0022454,10.7,0,21.6,0,120.4,81.3,39.3,2.8,0,6.1,0,111.6,101.4,10.7
2091-06-17T09:39:51Z,37.60452811,-110.0022454,9.1,0,76.7,0,149.1,86,63.2,0.4,0,0,0,143.5,141.9,0.9
2091-07-17T20:08:54Z,37.60452811,-110.0022454,11,0,39.1,0,155.2,101.6,53.8,0,0,12,0,167.1,155.2,12
2091-08-17T06:37:58Z,37.60452811,-110.0022454,4.1,0,22.8,0,138.3,116.2,22.1,0,0,9.9,0,146.8,136.9,9.9
2091-09-16T17:07:02Z,37.60452811,-110.0022454,22.1,0,64.5,0,94.7,38.7,56.3,4,0,22.1,0,96.6,77.5,19.5
2091-10-17T03:36:06Z,37.60452811,-110.0022454,9.4,0,21.6,0,65.8,40.4,25.7,4.6,0,20.6,0,57,44.3,12.8
2091-11-16T14:05:10Z,37.60452811,-110.0022454,8,0,21.2,0,30.4,22.7,7.3,10.6,0,6.3,0,22.9,16.3,6.6
2091-12-17T00:34:14Z,37.60452811,-110.0022454,26.5,0,11.5,0,12.5,4.5,8.1,11.6,0,2.1,13.5,4.1,2.8,1.3
2092-01-16T05:14:31Z,37.60452811,-110.0022454,37.8,4.3,34.9,0,18.8,2.7,16.6,33.7,0,6.1,0,5.2,0.2,4.8
2092-02-15T15:43:35Z,37.60452811,-110.0022454,36.4,0,7.6,0,34.4,9,25.2,48.2,48,64.1,0.5,13.6,0.7,13
2092-03-17T02:12:39Z,37.60452811,-110.0022454,23.5,0,23.9,0,64.6,29.2,35.4,47.3,6.1,40.6,0,41.1,1.9,39.3
2092-04-16T12:41:43Z,37.60452811,-110.0022454,13.5,0,20.4,0,87.9,58.1,29.7,29.6,0,10.4,0,65.9,25.5,40.2
2092-05-16T23:10:47Z,37.60452811,-110.0022454,4.1,0,10.2,0,122.9,107.3,15.4,8.5,0,12.8,0,106.7,78.8,27.4
2092-06-16T09:39:51Z,37.60452811,-110.0022454,0.2,0,3.5,0,161.2,156.7,4.1,3.5,0,41.6,0,142.5,104.4,38.2
2092-07-16T20:08:54Z,37.60452811,-110.0022454,0.2,0,14.1,0,172.7,160.4,12.4,1.6,0,10.1,0,169.4,153.2,15.9
2092-08-16T06:37:58Z,37.60452811,-110.0022454,3,0,44.3,0,149.5,105.1,44.1,0,0,20.2,0,139.2,118.7,20.4
2092-09-15T17:07:02Z,37.60452811,-110.0022454,0.8,0,5.4,0,102.4,96.2,6,1.1,0,23.8,0,91.4,69.4,21.4
2092-10-16T03:36:06Z,37.60452811,-110.0022454,0.3,0,2.1,0,67.6,65.1,2.1,2.2,0,7,0,46.3,38.9,7.9
2092-11-15T14:05:10Z,37.60452811,-110.0022454,5.7,0,11,0.4,29.1,25.2,4,1.2,0,0.5,0,25.1,24.3,0.1
2092-12-16T00:34:14Z,37.60452811,-110.0022454,11.4,0,15.6,1.5,13.8,11.1,2.4,8.6,0,10.6,0,8.2,6.7,1.4
2093-01-16T05:14:31Z,37.60452811,-110.0022454,26.9,0,0.2,0,21.8,10.5,11.4,41.6,42.9,51.1,8.2,3.5,0.9,2.2
2093-02-15T15:43:35Z,37.60452811,-110.0022454,18.5,0,8.7,0,35.6,20.1,15.7,50,40.2,32,0,8.3,0.1,8.3
2093-03-18T02:12:39Z,37.60452811,-110.0022454,10.6,0,9.6,0,70.1,52,18.3,43.5,20.7,53.8,0,37.4,3.7,33.9
2093-04-17T12:41:43Z,37.60452811,-110.0022454,6.4,0,18.8,0,86.7,66.4,20.1,30.9,0,24.4,0,68.4,18.8,49.6
2093-05-17T23:10:47Z,37.60452811,-110.0022454,5.3,0,47.2,0,134,93.4,40.6,10.3,0,5.1,0,108.1,83.3,24.9
2093-06-17T09:39:51Z,37.60452811,-110.0022454,3.6,0,2.8,0,157.3,143.8,13.8,0.9,0,6.4,0,145.8,136.7,9.1
2093-07-17T20:08:54Z,37.60452811,-110.0022454,0.8,0,29.9,0,172.3,142.9,28.9,0,0,9.9,0,159.3,149.1,9.9
2093-08-17T06:37:58Z,37.60452811,-110.0022454,2.1,0,36.1,0,146.7,110.2,36.7,0,0,9.3,0,132.8,123.5,9.3
2093-09-16T17:07:02Z,37.60452811,-110.0022454,1.3,0,14.9,0,110.7,95.9,14.5,43.3,84.2,209.6,0,81.2,6.1,74.9
2093-10-17T03:36:06Z,37.60452811,-110.0022454,0.5,0,4.7,0,59.5,54.4,4.4,40.7,5,47.9,0,53.8,8.1,45.6
2093-11-16T14:05:10Z,37.60452811,-110.0022454,0.3,0,0.7,0,29.8,28.9,0.7,45.3,12,26.5,0,23,1.6,20.6
2093-12-17T00:34:14Z,37.60452811,-110.0022454,11,0,24.2,0,15.9,8.2,7.2,45.4,0.3,3.7,0,5.6,0,5.3
2094-01-16T05:14:31Z,37.60452811,-110.0022454,22.5,0,18.1,0,8.1,4.1,4,49,14.4,6.1,0,7.1,0,6.8
2094-02-15T15:43:35Z,37.60452811,-110.0022454,29.7,0,6,0,30.6,11.1,19.6,42.7,0,8.1,0.5,13.5,1.9,11.1
2094-03-18T02:12:39Z,37.60452811,-110.0022454,13.6,0,6.8,0,73.5,49.1,24.2,43.6,6.3,30.9,0.2,38.3,4.1,34.4
2094-04-17T12:41:43Z,37.60452811,-110.0022454,2.9,0,6.4,0,99,87.5,11.6,28.8,0,17.5,0,63.2,24.1,39.2
2094-05-17T23:10:47Z,37.60452811,-110.0022454,0.4,0,17.3,0,134.6,116.7,17.9,7.5,0,11,0,103.9,79.7,24.4
2094-06-17T09:39:51Z,37.60452811,-110.0022454,0.5,0,8.7,0,169.9,161.5,8.1,3.8,0,52.9,0,140.6,109.7,30.6
2094-07-17T20:08:54Z,37.60452811,-110.0022454,1.4,0,19,0,177.7,163.2,14.3,27.2,0,114.4,0,152.6,34.3,118.7
2094-08-17T06:37:58Z,37.60452811,-110.0022454,1.5,0,17.5,0,155,132.4,22.1,7.2,0,11.1,0,139.5,109,30.6
2094-09-16T17:07:02Z,37.60452811,-110.0022454,1.3,0,20.4,0,106.6,94.1,12.4,1,0,7.9,0,96.2,89.4,6.9
2094-10-17T03:36:06Z,37.60452811,-110.0022454,4,0,1.7,0,66.3,58.9,7.1,7,0,21.4,0,49.1,36.6,13.4
2094-11-16T14:05:10Z,37.60452811,-110.0022454,2.3,0,4.6,0,35,31.4,3.9,15.5,0,37.2,0,21.7,15.3,6.2
2094-12-17T00:34:14Z,37.60452811,-110.0022454,6.3,0,5.6,12.6,14.5,11.3,3.2,42.6,0,2.6,0,11.4,1.8,9.7
2095-01-16T05:14:31Z,37.60452811,-110.0022454,16,0,0,0,21.5,14.6,6.9,40.8,0,3.2,2.4,8.4,1.5,7
2095-02-15T15:43:35Z,37.60452811,-110.0022454,10.2,0,3.1,0,31.8,23.6,7.9,40.7,0,6.4,0,18.3,3.2,15
2095-03-18T02:12:39Z,37.60452811,-110.0022454,19.3,0,52.5,0,58.9,24.3,34.9,30.6,0,3.7,0,33.2,13.4,19.8
2095-04-17T12:41:43Z,37.60452811,-110.0022454,13.7,0,4.6,0,87.9,62.8,25.1,23,0,45.9,0,69.7,32.3,37.5
2095-05-17T23:10:47Z,37.60452811,-110.0022454,4.4,0,21.9,0,112.3,87.2,24.9,14.9,0,9.3,0,106.9,72.1,34.8
2095-06-17T09:39:51Z,37.60452811,-110.0022454,0.9,0,20.7,0,151.2,131.5,19.3,1.6,0,1.5,0,142.3,136.8,5.6
2095-07-17T20:08:54Z,37.60452811,-110.0022454,0.8,0,19,0,176.7,155,22,0.1,0,25.5,0,159.7,134.3,25.1
2095-08-17T06:37:58Z,37.60452811,-110.0022454,3,0,42.7,0,147.6,105.6,41.8,10.3,0,93.4,0,138.3,58.1,79.8
2095-09-16T17:07:02Z,37.60452811,-110.0022454,8.6,0,42.5,0,109.8,83.3,26.8,6.3,0,13.4,0,93.1,68.6,24.5
2095-10-17T03:36:06Z,37.60452811,-110.0022454,14.3,0,33.2,0,64.9,34.1,30.7,16.8,0,38.5,0,51.3,29.1,22
2095-11-16T14:05:10Z,37.60452811,-110.0022454,18,0,11.2,0,27.7,14.7,12.8,18.6,0,11.7,0,28.1,16.3,11.8
2095-12-17T00:34:14Z,37.60452811,-110.0022454,22.5,0,18.2,0.4,17.5,8.3,8.7,22.8,0,7.2,6.1,5.2,2.9,2.2
2096-01-16T05:14:31Z,37.60452811,-110.0022454,31,0,13.5,0,18.9,6.1,12.9,37.6,0,6.7,0.2,4.8,0.8,4.4
2096-02-15T15:43:35Z,37.60452811,-110.0022454,24.7,0,18.3,0,39.1,17.7,21.1,48.6,21.5,37.3,0,16,0.4,15.7
2096-03-17T02:12:39Z,37.60452811,-110.0022454,19,0,31.6,0,68.9,34.2,34.7,45.5,7.4,35.4,0,45.1,2.9,42.3
2096-04-16T12:41:43Z,37.60452811,-110.0022454,11.3,0,1.3,0,85.9,66.4,19.4,28.8,0,50.4,0,69.3,22.9,46.3
2096-05-16T23:10:47Z,37.60452811,-110.0022454,1.6,0,7.6,0,132,120.6,11.4,23.2,0,35.4,0,105,43.9,61.6
2096-06-16T09:39:51Z,37.60452811,-110.0022454,0.6,0,7.7,0,142.7,134.8,7.3,13.3,0,40,0,127.8,78.5,49.1
2096-07-16T20:08:54Z,37.60452811,-110.0022454,0.1,0,29.6,0,177.3,146.8,30.1,4.8,0,39.4,0,158,115.8,42.5
2096-08-16T06:37:58Z,37.60452811,-110.0022454,0,0,13.7,0,143.8,130.2,13.8,1.9,0,23.6,0,137.9,112.5,25.7
2096-09-15T17:07:02Z,37.60452811,-110.0022454,9.7,0,61.6,0,102.5,69.4,33.2,0.3,0,3.2,0,94.1,89.8,3.4
