date,lat,lon,soil_water_monthly_wc,runoff_monthly_wc,rain_monthly_wc,accumswe_monthly_wc,pet_monthly_wc,deficit_monthly_wc,aet_monthly_wc,soil_water_monthly_bc,runoff_monthly_bc,rain_monthly_bc,accumswe_monthly_bc,pet_monthly_bc,deficit_monthly_bc,aet_monthly_bc
2020-01-16T05:14:31Z,38.72253865,-109.5863498,14.7,11.2,2.3,0.1,4.7,0.2,4.4,11.4,3.5,13.1,0,10.8,2.7,7.7
2020-02-15T15:43:35Z,38.72253865,-109.5863498,8.2,0,0.3,0,23.6,12.8,11.3,11.3,0,3.6,0,7.2,1.4,5.9
2020-03-17T02:12:39Z,38.72253865,-109.5863498,4.3,0,27.5,0,64.5,35.5,28.7,4.9,0,3.5,0,47.8,32.5,15.2
2020-04-16T12:41:43Z,38.72253865,-109.5863498,3.4,0,28.6,0,91.2,60.8,30.1,1.3,0,11.8,0,76.3,63.7,12.5
2020-05-16T23:10:47Z,38.72253865,-109.5863498,0.1,0,7.3,0,112.7,105.5,7.1,0,0,4.6,0,114.7,109.9,4.7
2020-06-16T09:39:51Z,38.72253865,-109.5863498,0,0,2.1,0,136.9,134.8,2.1,0,0,16.6,0,146.6,129.8,16.6
2020-07-16T20:08:54Z,38.72253865,-109.5863498,0.3,0,29.1,0,156.1,127.2,29.1,0,0,1.2,0,159.3,158.1,1.2
2020-08-16T06:37:58Z,38.72253865,-109.5863498,0.4,0,17.8,0,136.8,119.1,17.7,0,0,16.4,0,134.2,117.8,16.4
2020-09-15T17:07:02Z,38.72253865,-109.5863498,4.7,20.5,67.3,0,89.6,56.3,33.3,0,0,3.1,0,95.6,92.6,3.1
2020-10-16T03:36:06Z,38.72253865,-109.5863498,4.3,0,12.6,0,57.1,32.4,24.8,0,0,0.4,0,54.5,54.1,0.4
2020-11-15T14:05:10Z,38.72253865,-109.5863498,9.3,1,25.8,0,24,5.7,18.4,2.9,0,8.2,0,23.2,18.6,5.1
2020-12-16T00:34:14Z,38.72253865,-109.5863498,11.5,0,9.5,0,9.2,1.7,6.9,2.6,0,0.7,8.3,6,4.9,1
2021-01-16T05:14:31Z,38.72253865,-109.5863498,7.8,0,0.9,0,16.7,8.4,8.2,7.4,0,0.2,0,8.4,3.1,5.3
2021-02-15T15:43:35Z,38.72253865,-109.5863498,8.1,0,21.5,0,29.2,9,20,8.7,0,4.2,0,13.4,6,7.4
2021-03-18T02:12:39Z,38.72253865,-109.5863498,1.8,0,9.7,0,56.8,42.9,13.8,2.7,0,6.5,0,44.9,33.5,11.4
2021-04-17T12:41:43Z,38.72253865,-109.5863498,0.9,0,15.9,0,84.8,69.3,15.6,2,0,17.8,0,70.1,51.7,18.5
2021-05-17T23:10:47Z,38.72253865,-109.5863498,1.2,0,11.7,0,125.7,112.3,13.1,3.1,0,38.6,0,114.1,77.1,36.7
2021-06-17T09:39:51Z,38.72253865,-109.5863498,0,0,3.1,0,144.8,141.7,3.1,0.2,0,1.1,0,139.3,135.8,3.4
2021-07-17T20:08:54Z,38.72253865,-109.5863498,0,0,11.9,0,165.7,153.6,11.9,0.6,0,24.6,0,158.3,133.7,24.6
2021-08-17T06:37:58Z,38.72253865,-109.5863498,1.1,0,29.9,0,139.7,110.2,29.8,0,0,14.2,0,137.6,123.5,14.2
2021-09-16T17:07:02Z,38.72253865,-109.5863498,5.9,8,51.4,0,83.7,40.9,42.6,3.9,6.8,49.5,0,90.6,52.1,38.1
2021-10-17T03:36:06Z,38.72253865,-109.5863498,9.9,18.6,62,0,53.8,15.2,38.1,2.6,0,14.7,0,53.2,40.1,13.1
2021-11-16T14:05:10Z,38.72253865,-109.5863498,12.5,8.9,30.4,0,17.5,3.4,14,12.5,16.2,37.3,0,18.6,3.6,14.9
2021-12-17T00:34:14Z,38.72253865,-109.5863498,13.6,29.2,27.8,8.6,5.9,0.5,5.4,14.8,31.1,16.7,0,2.7,0.2,2.5
2022-01-16T05:14:31Z,38.72253865,-109.5863498,14.7,25.2,12.3,14.5,0,0,0,14.7,22.2,5.6,0,1.7,0,1.7
2022-02-15T15:43:35Z,38.72253865,-109.5863498,12.3,15.4,4.8,0.1,14.2,3.6,10.7,13.1,0,6.6,0.3,8.9,0.8,8
2022-03-18T02:12:39Z,38.72253865,-109.5863498,7,4.6,18.5,0,45.2,23.4,21.7,6.9,1.3,5.5,0,41.3,23,18.5
2022-04-17T12:41:43Z,38.72253865,-109.5863498,1.1,0,6.5,0,84.3,76.6,7.4,1.5,0,18.8,0,70.6,52.6,18
2022-05-17T23:10:47Z,38.72253865,-109.5863498,0,0,7.9,0,118.2,110.4,7.9,1.4,0,21.5,0,108,84.9,23.2
2022-06-17T09:39:51Z,38.72253865,-109.5863498,1.8,0,24.4,0,138.2,113.5,24.5,0,0,0.7,0,141.1,140.4,0.7
2022-07-17T20:08:54Z,38.72253865,-109.5863498,1.6,0,55.2,0,163.4,118.4,45.5,0,0,5.2,0,161.6,156.4,5.2
2022-08-17T06:37:58Z,38.72253865,-109.5863498,2.1,0,34.9,0,139.9,96,43.7,1.4,0,38.5,0,134.7,98.6,36.4
2022-09-16T17:07:02Z,38.72253865,-109.5863498,5.3,0,48.3,0,85.2,43.1,42.3,0.3,0,4.9,0,90.6,83.5,7.2
2022-10-17T03:36:06Z,38.72253865,-109.5863498,2,0,7.7,0,49.2,36.7,13.1,12.6,67.3,122.9,0,48.6,3.9,44.7
2022-11-16T14:05:10Z,38.72253865,-109.5863498,1.5,0,2.1,0,19.3,16.4,2.8,11.2,15.8,39.5,0,27,5.8,20.9
2022-12-17T00:34:14Z,38.72253865,-109.5863498,10.4,0,5.7,6.8,0.3,0,0.3,13.2,1.9,2.7,0.5,4.3,0.3,4
2023-01-16T05:14:31Z,38.72253865,-109.5863498,14.5,39.4,30.4,0,3.4,0,3.2,13,0.7,2.3,1.3,6.1,0.6,5.4
2023-02-15T15:43:35Z,38.72253865,-109.5863498,10.3,0,0.4,0,16.4,6.2,10.2,12.4,4.9,10.6,0,16,2.9,12.8
2023-03-18T02:12:39Z,38.72253865,-109.5863498,8.8,2.2,28,0,43.4,16,27.6,7.4,0,29.9,0,50.7,19.1,31.9
2023-04-17T12:41:43Z,38.72253865,-109.5863498,1.7,0,10.5,0,79.5,66.8,12.6,2.9,0,21.3,0,71.7,47.4,24.5
2023-05-17T23:10:47Z,38.72253865,-109.5863498,0.2,0,10.3,0,113.3,101.9,11.2,2.3,0,34.1,0,106.4,69.6,36.5
2023-06-17T09:39:51Z,38.72253865,-109.5863498,0.1,0,24,0,150.4,127.6,22.8,0,0,6.7,0,142.7,135.2,7.2
2023-07-17T20:08:54Z,38.72253865,-109.5863498,0.1,0,22.7,0,165.1,141.1,23.8,1.3,0.5,53.3,0,160.1,119.1,40.9
2023-08-17T06:37:58Z,38.72253865,-109.5863498,2.4,0,68.8,0,135.8,69.8,66.1,1.9,0,31.5,0,132,89.7,42
2023-09-16T17:07:02Z,38.72253865,-109.5863498,2.4,0,26.3,0,89.3,63.6,26,0.3,0,13.4,0,91.5,83,8
2023-10-17T03:36:06Z,38.72253865,-109.5863498,6.6,12.5,44,0,54,24.4,29.5,9.7,20.1,54.1,0,48.1,13.9,34.5
2023-11-16T14:05:10Z,38.72253865,-109.5863498,4,0,4,9.1,14.9,11,4.1,11.1,26.3,47.2,0,22.6,6.5,16.3
2023-12-17T00:34:14Z,38.72253865,-109.5863498,13.3,19.1,14.4,9.8,4.2,0.4,3.5,12.1,0,4.1,0,8.7,1.8,6.6
2024-01-16T05:14:31Z,38.72253865,-109.5863498,14.9,43.5,27.3,0,3.7,0,3.5,11.9,21,17.5,10.6,5.3,1.2,4.1
2024-02-15T15:43:35Z,38.72253865,-109.5863498,13.2,37.5,53.9,0,21.6,1.8,20.3,13.3,10.2,0.5,0,11.3,2.7,8.5
2024-03-17T02:12:39Z,38.72253865,-109.5863498,4.6,0,14.2,0,50.9,28.6,22.4,4,0,19.5,0,47.6,27,20.7
2024-04-16T12:41:43Z,38.72253865,-109.5863498,0.4,0,9.5,0,84,72.4,11,1.7,0,5.3,0,69.5,57.5,11.8
2024-05-16T23:10:47Z,38.72253865,-109.5863498,0.9,0,26,0,116.3,91.2,25.3,0,0,4.9,0,108.6,103.5,4.9
2024-06-16T09:39:51Z,38.72253865,-109.5863498,0,0,0.3,0,145,144.2,0.8,0,0,4.9,0,140.5,135.6,4.9
2024-07-16T20:08:54Z,38.72253865,-109.5863498,0,0,14.2,0,163.6,149.5,14.2,2.9,18.9,78.6,0,157.1,111.5,45.9
2024-08-16T06:37:58Z,38.72253865,-109.5863498,1.5,0,32.2,0,137.9,111.6,26.1,3.7,0,42.5,0,134.3,79.6,54.5
2024-09-15T17:07:02Z,38.72253865,-109.5863498,4.4,0.1,25.2,0,79.7,49.2,30.6,0.5,0,14.5,0,95.6,83.2,12.2
2024-10-16T03:36:06Z,38.72253865,-109.5863498,3.8,0,21.7,0,47.1,33.7,13.1,12.1,54.8,79.9,0,44.3,6.2,38.1
2024-11-15T14:05:10Z,38.72253865,-109.5863498,5.5,0,7.9,0,21.5,12.1,9.6,10.9,18.4,38.9,0,23.5,5.7,17.6
2024-12-16T00:34:14Z,38.72253865,-109.5863498,11.8,1,7.6,0,9.1,1.9,6.9,15,36.8,27.9,0,5.6,0,5.6
2025-01-16T05:14:31Z,38.72253865,-109.5863498,5.7,0,0.3,0,13.7,8.7,5.1,13.7,18.1,23,5,6.7,1.5,5.4
2025-02-15T15:43:35Z,38.72253865,-109.5863498,12,28.2,41.9,1.4,13.9,2.5,11.3,13.8,8.3,4.4,0,11.1,1.4,9.5
2025-03-18T02:12:39Z,38.72253865,-109.5863498,3.8,0,5.3,0,57.4,41.2,15.9,7.1,0,23.8,0,43.4,16,27.6
2025-04-17T12:41:43Z,38.72253865,-109.5863498,1.2,0,21.8,0,92,72.4,19.7,3.5,0,19.2,0,69.5,43.8,25.8
2025-05-17T23:10:47Z,38.72253865,-109.5863498,0.4,0,16.8,0,124.8,105.8,18.9,2,0,39.4,0,106.6,67.1,39.4
2025-06-17T09:39:51Z,38.72253865,-109.5863498,0,0,3.5,0,144.3,140.9,3.5,0,0,0.7,0,139.6,138.8,0.7
2025-07-17T20:08:54Z,38.72253865,-109.5863498,0,0,2.2,0,163.9,161.8,2.2,0,0,0.9,0,163,162,0.9
2025-08-17T06:37:58Z,38.72253865,-109.5863498,0,0,8.2,0,141.3,133.1,8.2,0,0,8.5,0,136.6,128.1,8.5
2025-09-16T17:07:02Z,38.72253865,-109.5863498,5.3,31,89.1,0,96.4,53.5,42.9,0.1,0,7.2,0,93.3,86.3,7.1
2025-10-17T03:36:06Z,38.72253865,-109.5863498,9.1,20,52.7,0,51.2,18.5,32.8,8,10.9,56.4,0,52.1,14.6,37.5
2025-11-16T14:05:10Z,38.72253865,-109.5863498,8.7,0,6.4,0,22.2,5.9,15.9,11.4,7.9,28.5,0,21.8,3.3,18.8
2025-12-17T00:34:14Z,38.72253865,-109.5863498,8.2,0,3.3,4.2,6.4,2.4,4.2,12.9,16.1,15.5,2.4,3.9,1.5,2.5
2026-01-16T05:14:31Z,38.72253865,-109.5863498,12.9,8.9,14.7,2.4,8.2,1,6.8,15.2,34.2,10.8,0,0.5,0,0.5
2026-02-15T15:43:35Z,38.72253865,-109.5863498,9.9,2,0.4,0,18,7,10.9,11.9,5.4,20.6,0,20.7,3.6,16.6
2026-03-18T02:12:39Z,38.72253865,-109.5863498,3.4,0,19.4,0,49.7,34.6,15.5,6.2,0,13.7,0,48.1,24.7,23.5
2026-04-17T12:41:43Z,38.72253865,-109.5863498,3.2,0,13,0,87.9,66.2,21.5,6.6,4,48,0,74,35.9,37.9
2026-05-17T23:10:47Z,38.72253865,-109.5863498,0.7,0,14.8,0,113.6,98.7,14.9,3.1,0,24.4,0,103.3,69.3,33.8
2026-06-17T09:39:51Z,38.72253865,-109.5863498,0,0,3.4,0,149.6,146.2,3.4,0,0,5.2,0,138.1,132.2,5.8
2026-07-17T20:08:54Z,38.72253865,-109.5863498,0.3,0,22.8,0,162.4,139.8,22.5,2.3,0,45.6,0,158.3,113.9,44.5
2026-08-17T06:37:58Z,38.72253865,-109.5863498,0,0,4.3,0,141.1,136.6,4.6,0.1,0,12.1,0,140.5,127.2,13.1
2026-09-16T17:07:02Z,38.72253865,-109.5863498,2.7,4.2,38.1,0,106.4,83.9,22.6,0.5,0,19.6,0,92,73.3,18.6
2026-10-17T03:36:06Z,38.72253865,-109.5863498,7.1,3.5,27.5,0,63.8,30.7,33.5,7,38.5,85.6,0,55.5,22.2,33.4
2026-11-16T14:05:10Z,38.72253865,-109.5863498,4.6,7.5,25.2,0,22.3,14.5,7.7,9.3,2.3,9.2,0,21.4,6.1,15.2
2026-12-17T00:34:14Z,38.72253865,-109.5863498,15,27.7,18.7,0,3.9,0,3.9,10,2.7,11,0.9,6.5,3,3.6
2027-01-16T05:14:31Z,38.72253865,-109.5863498,14.5,19.5,14.4,0,4.1,0.4,3.8,14.6,27.5,23.4,0,9.4,0.2,8.9
2027-02-15T15:43:35Z,38.72253865,-109.5863498,14.6,0.5,0.6,0,3.2,0,3.1,13.9,44.2,36.5,0.2,7.6,1.3,6.5
2027-03-18T02:12:39Z,38.72253865,-109.5863498,7.7,7.5,20,0,38.9,16,23,10.4,0.3,25.2,0,34.9,9,25.5
2027-04-17T12:41:43Z,38.72253865,-109.5863498,1.6,0,23.7,0,85.4,60.1,25.3,5.9,0,30.8,0,73.9,32.9,41.1
2027-05-17T23:10:47Z,38.72253865,-109.5863498,1.4,0,30.2,0,110.2,78.3,31.7,0.9,0,19.4,0,111.3,87.9,23.4
2027-06-17T09:39:51Z,38.72253865,-109.5863498,0,0,0,0,138.3,137.5,0.5,2.5,0,59.8,0,136.7,79.3,57.5
2027-07-17T20:08:54Z,38.72253865,-109.5863498,0,0,2.5,0,169.7,167.1,2.5,3.4,4.6,69.6,0,151.3,90.1,61.5
2027-08-17T06:37:58Z,38.72253865,-109.5863498,0.4,0,29.3,0,136.1,113.4,22.8,1.2,0,24.5,0,138.8,109.5,29.1
2027-09-16T17:07:02Z,38.72253865,-109.5863498,0.9,0,2.8,0,91.3,82.3,9.2,1.3,0.6,24.3,0,88.4,79.4,9
2027-10-17T03:36:06Z,38.72253865,-109.5863498,2.5,0,19.8,0,62.6,43.9,18.8,5.6,0,11,0,50,24.9,24.5
2027-11-16T14:05:10Z,38.72253865,-109.5863498,1.1,0,5.2,0,25.1,19.9,5.1,9,19.5,41.7,0,21.8,10.3,11.9
2027-12-17T00:34:14Z,38.72253865,-109.5863498,8.8,0,16.9,0.7,14.6,6.9,7.5,10.8,0,3.3,0,9.6,2.5,6.9
2028-01-16T05:14:31Z,38.72253865,-109.5863498,11.7,14.2,18,0,15.6,3.3,12.3,11.8,2.8,8.7,6.2,4.1,1,3
2028-02-15T15:43:35Z,38.72253865,-109.5863498,9.2,0,16.4,0,31.9,9.7,22.1,13.5,28.3,34.8,0,19,1.5,17.5
2028-03-17T02:12:39Z,38.72253865,-109.5863498,5.6,0,32.6,0,64,31.2,32.6,10.6,20.3,53.1,0,53.5,11.2,42.2
2028-04-16T12:41:43Z,38.72253865,-109.5863498,6,2.3,42.1,0,90.1,46.9,43.3,5.5,1.6,46,0,78.3,33.5,44.6
2028-05-16T23:10:47Z,38.72253865,-109.5863498,1.2,0,24.5,0,114.9,87.9,26.4,2.5,0,23.7,0,111.5,83.4,28.1
2028-06-16T09:39:51Z,38.72253865,-109.5863498,2,2,36.8,0,138.4,106,32.1,0,0,0.7,0,147.5,146.4,1
2028-07-16T20:08:54Z,38.72253865,-109.5863498,0.2,0,6.6,0,165.2,156,9.1,0,0,12.8,0,159,146,12.8
2028-08-16T06:37:58Z,38.72253865,-109.5863498,0,0,9.7,0,141.8,132.1,9.7,0.2,0,20.3,0,141.3,121.5,19.6
2028-09-15T17:07:02Z,38.72253865,-109.5863498,4.6,10.5,59.1,0,90.2,54.2,36.1,0.7,0,17.1,0,85.5,68.8,16.5
2028-10-16T03:36:06Z,38.72253865,-109.5863498,7.1,0,23,0,51.9,21.4,30.4,0.4,0,3,0,43,38.8,3.8
2028-11-15T14:05:10Z,38.72253865,-109.5863498,6.9,2.7,19.6,0,26.1,15.7,10.6,9.8,5.7,31.7,0,22.8,5.9,17.1
2028-12-16T00:34:14Z,38.72253865,-109.5863498,13.6,6.1,14,0.9,8.1,0.8,7.2,8.4,0,3.1,0,10.8,4.3,6.9
2029-01-16T05:14:31Z,38.72253865,-109.5863498,15,53.6,39.3,0.4,3.2,0,3.1,9.2,0,11.3,0,14.5,5,9.5
2029-02-15T15:43:35Z,38.72253865,-109.5863498,14.5,35.3,39.6,0,11.5,0.7,11,13.3,10.3,7.8,0,11,2.2,8.5
2029-03-18T02:12:39Z,38.72253865,-109.5863498,5.7,0,14.6,0,51.1,26.4,24.6,7.1,0,24.4,0,46,18.8,27.1
2029-04-17T12:41:43Z,38.72253865,-109.5863498,1.8,0,20,0,84.8,64.3,20.6,1.5,0,7.5,0,75.9,63.3,12.7
2029-05-17T23:10:47Z,38.72253865,-109.5863498,1.9,0,38.2,0,109.3,72.7,36.6,3.8,1.4,55.2,0,112.1,66.9,45.2
2029-06-17T09:39:51Z,38.72253865,-109.5863498,3.3,16.3,51.3,0,139.8,102.2,37.5,0.8,0,1.4,0,145.8,135.4,10.2
2029-07-17T20:08:54Z,38.72253865,-109.5863498,2.4,8.6,73.1,0,157.6,108,49.4,0,0,22.9,0,166.5,143.5,22.9
2029-08-17T06:37:58Z,38.72253865,-109.5863498,4.6,9.7,54.1,0,131.7,72.1,59.6,0.1,0,24.3,0,138.7,114.2,24.1
2029-09-16T17:07:02Z,38.72253865,-109.5863498,0,0,6.5,0,91.2,84.5,6.5,4.1,0,33.7,0,87.2,55.6,31.8
2029-10-17T03:36:06Z,38.72253865,-109.5863498,3.5,0,20.2,0,54.4,35.5,19.3,3.4,0,16.9,0,50.8,35.3,14.9
2029-11-16T14:05:10Z,38.72253865,-109.5863498,7.1,13.2,35.8,0,23,13.5,9.5,3.1,0,4.4,0,21.5,15,6.4
2029-12-17T00:34:14Z,38.72253865,-109.5863498,14.4,12.9,13.4,3.6,7.8,0.4,7.1,12,0,5.9,0,4.7,0.3,4
2030-01-16T05:14:31Z,38.72253865,-109.5863498,14.2,12.9,14,0.3,8.4,0.5,8,8.5,0,0,0,13.7,6,7.7
2030-02-15T15:43:35Z,38.72253865,-109.5863498,12.1,0.8,2.1,0,14.5,3.6,10.9,5.1,0,6.5,0.1,10.1,6.3,3.7
2030-03-18T02:12:39Z,38.72253865,-109.5863498,3.6,0,13,0,53.8,35.4,18.1,6.7,0,12,0,38.2,19.6,18.9
2030-04-17T12:41:43Z,38.72253865,-109.5863498,0.3,0,5.6,0,94,86.8,7.3,2.1,0,12.1,0,71.1,55.4,15.8
2030-05-17T23:10:47Z,38.72253865,-109.5863498,0.9,0,18.3,0,113.2,94.9,18.2,0,0,17.2,0,103.6,86.1,17.1
2030-06-17T09:39:51Z,38.72253865,-109.5863498,0,0,0.3,0,159.2,158.9,0.3,0,0,7.5,0,139.7,132.2,7.5
2030-07-17T20:08:54Z,38.72253865,-109.5863498,0,0,7.6,0,170.2,162.6,7.6,0.5,0,27.3,0,161.3,134.2,27.3
2030-08-17T06:37:58Z,38.72253865,-109.5863498,1.6,0,35.4,0,141.4,106,35.1,0.2,0,15.6,0,133.8,119,14.6
2030-09-16T17:07:02Z,38.72253865,-109.5863498,0,0,5.4,0,97.7,92,5.4,4.3,0,60.5,0,91.5,44,47.5
2030-10-17T03:36:06Z,38.72253865,-109.5863498,4.3,12.9,33.3,0,52.6,35,17.5,3.9,1.7,5.5,0,52.6,35.1,17.4
2030-11-16T14:05:10Z,38.72253865,-109.5863498,1.1,0,0.6,0,26.6,24,2.9,6.5,0,16.9,0,24.3,11.5,12.8
2030-12-17T00:34:14Z,38.72253865,-109.5863498,4,0,4.1,0,7.7,4.3,3.4,13.1,16.8,26.5,0,7,1.9,4.8
2031-01-16T05:14:31Z,38.72253865,-109.5863498,13.1,7.4,11.7,0,6.8,0.3,6.3,14.6,7.7,8.2,0.7,4.9,0.2,4.8
2031-02-15T15:43:35Z,38.72253865,-109.5863498,8.4,0,12.7,0,29.9,10.4,19.5,14.8,48.7,52.7,0,14.6,0.4,14.2
2031-03-18T02:12:39Z,38.72253865,-109.5863498,8.1,1.1,30,0,58.9,25.7,33,11.5,10.9,36.3,0,43.9,9.2,34.4
2031-04-17T12:41:43Z,38.72253865,-109.5863498,1.4,0,15.7,0,93.4,76.1,17.3,3.4,0,27,0,79.7,48.2,31.2
2031-05-17T23:10:47Z,38.72253865,-109.5863498,0,0,4.4,0,123.1,118.8,4.5,0,0,13.2,0,107.8,93.9,13.4
2031-06-17T09:39:51Z,38.72253865,-109.5863498,0,0,5.3,0,167.8,162.5,5.3,0,0,2.2,0,143.2,141,2.2
2031-07-17T20:08:54Z,38.72253865,-109.5863498,1,0,28.9,0,161.8,132.3,29,0,0,1.8,0,160.4,158.6,1.8
2031-08-17T06:37:58Z,38.72253865,-109.5863498,0.1,0,13.6,0,144.5,131.2,13.4,1.6,1.7,55.5,0,140.1,99.5,40.5
2031-09-16T17:07:02Z,38.72253865,-109.5863498,3,0,38.8,0,95.3,59.7,35.5,4.6,0,35.7,0,89.4,41.5,47.9
2031-10-17T03:36:06Z,38.72253865,-109.5863498,5.1,5.1,24.9,0,53.7,36.4,17.3,0.3,0,3.1,0,53.1,50.6,2.4
2031-11-16T14:05:10Z,38.72253865,-109.5863498,2.6,0,1.5,0,25,19.5,5.5,5.8,0,12.1,0,21.6,11,10.3
2031-12-17T00:34:14Z,38.72253865,-109.5863498,2.2,0,2.5,0,17,14,2.9,3.4,0,0.2,0,11.9,8.9,3
2032-01-16T05:14:31Z,38.72253865,-109.5863498,9.8,1,10.9,0.1,13.1,3.6,9.6,2.6,0,7.5,0.2,7.4,6.2,1.2
2032-02-15T15:43:35Z,38.72253865,-109.5863498,8.5,0,15.8,0,34.2,12,22,10.5,0,17.5,0,23.1,4.4,18.8
2032-03-17T02:12:39Z,38.72253865,-109.5863498,5.6,0,30.2,0,64.7,31.6,33.1,9.5,2.7,35.5,0,49.8,16,33.9
2032-04-16T12:41:43Z,38.72253865,-109.5863498,4.8,0,39.5,0,91,49.3,41.5,2.6,0,8.1,0,76.2,57.3,19
2032-05-16T23:10:47Z,38.72253865,-109.5863498,1.2,0,18.7,0,116.4,96.6,19.8,0,0,2.6,0,111.4,108.2,3
2032-06-16T09:39:51Z,38.72253865,-109.5863498,0.1,0,17.8,0,134.1,116.2,17.9,0.4,0,14.2,0,145.7,131.5,14.1
2032-07-16T20:08:54Z,38.72253865,-109.5863498,0.1,0,24.1,0,163.6,140.3,23.1,0,0,11.6,0,162,150.3,11.6
2032-08-16T06:37:58Z,38.72253865,-109.5863498,1.5,0,51.7,0,141.2,91.5,49.6,0.4,0,23.1,0,134.1,111.2,22.6
2032-09-15T17:07:02Z,38.72253865,-109.5863498,0.7,0,8.3,0,89.1,80.4,8.4,3.9,2.1,44.8,0,90.9,62.6,27.9
2032-10-16T03:36:06Z,38.72253865,-109.5863498,8.7,34.9,76.6,0,58.1,19.9,38.1,6.3,22.7,36.3,0,51.8,24.2,27.6
2032-11-15T14:05:10Z,38.72253865,-109.5863498,11.6,14.5,37.6,0,26.4,5.4,20.7,8.1,32.5,52.2,0,24.4,10.9,13.3
2032-12-16T00:34:14Z,38.72253865,-109.5863498,9.2,0,10.4,0,15.3,5.5,10.1,5.7,0,2.5,0.4,8.8,5.3,3.3
2033-01-16T05:14:31Z,38.72253865,-109.5863498,11.3,6.2,13.8,0,12.5,2.2,10.3,12.1,7.3,15.4,1.3,8.5,1.5,6.8
2033-02-15T15:43:35Z,38.72253865,-109.5863498,9.9,9.9,26.9,0,38.7,11.8,27.2,10.6,0,2.8,0,19.9,6.8,13
2033-03-18T02:12:39Z,38.72253865,-109.5863498,5.5,0,30.1,0,68.8,34.6,34.4,1.4,0,2.7,0,53.6,46,7.5
2033-04-17T12:41:43Z,38.72253865,-109.5863498,2.9,0,43.4,0,95,60,35.6,0,0,0,0,77.8,77.6,0
2033-05-17T23:10:47Z,38.72253865,-109.5863498,1.1,0,5.4,0,120.4,106.1,14,0.5,0,15.6,0,115.7,100.2,15.4
2033-06-17T09:39:51Z,38.72253865,-109.5863498,0,0,11.5,0,155.4,143.8,11.5,0.6,0,11.6,0,155,143.4,11.5
2033-07-17T20:08:54Z,38.72253865,-109.5863498,1.8,0,28.5,0,163.1,134.6,28.4,1.4,0,35.2,0,164.8,129.8,34.7
2033-08-17T06:37:58Z,38.72253865,-109.5863498,1.1,0,38.3,0,136.8,103.7,33.3,0,0,9.6,0,138.9,128.9,9.9
2033-09-16T17:07:02Z,38.72253865,-109.5863498,9.6,28,100.5,0,88.4,17.2,71.2,0,0,6.5,0,91.5,84.9,6.5
2033-10-17T03:36:06Z,38.72253865,-109.5863498,11.7,11.1,60.1,0,52,8.9,43,2,3.4,21.8,0,50.8,45.7,5.1
2033-11-16T14:05:10Z,38.72253865,-109.5863498,9.5,2.5,19.5,0,23,7.7,15,12.3,10.4,24.2,0,19.8,3.1,16.6
2033-12-17T00:34:14Z,38.72253865,-109.5863498,14.2,50.4,50.8,0.3,5.7,0,5.6,8.9,0,1.8,0,10.3,3.9,6.2
2034-01-16T05:14:31Z,38.72253865,-109.5863498,13.1,9.1,3,0.1,5.1,0.6,4.3,11.7,15.1,26.3,4.5,10,1.9,8
2034-02-15T15:43:35Z,38.72253865,-109.5863498,9.1,0,3.1,0,21.3,8.3,13,13.8,10.5,13.8,0,14.9,1.1,13.6
2034-03-18T02:12:39Z,38.72253865,-109.5863498,10.8,12.5,54.1,0,52.7,13,39.9,9.6,3.8,40.9,0,50.9,12.4,38.1
2034-04-17T12:41:43Z,38.72253865,-109.5863498,3.1,0,31.9,0,90.8,53.4,37,4,0,10.2,0,73.7,55.5,18.6
2034-05-17T23:10:47Z,38.72253865,-109.5863498,1.3,0,25,0,122.2,96.8,25.4,0,0,8.7,0,111.5,102.7,8.7
2034-06-17T09:39:51Z,38.72253865,-109.5863498,0,0,9,0,145.4,136.6,9,4.4,0.4,63.4,0,135.3,73.3,61.7
2034-07-17T20:08:54Z,38.72253865,-109.5863498,0.5,0,24.1,0,168.9,147.2,21.5,0,0,1,0,161.9,159.9,2
2034-08-17T06:37:58Z,38.72253865,-109.5863498,0.2,0,3.8,0,135.1,129.1,6.3,0,0,6.9,0,140.7,133.9,6.9
2034-09-16T17:07:02Z,38.72253865,-109.5863498,0,0,6.8,0,98.3,91.4,6.8,0.5,0,11.5,0,90.6,79.1,11.3
2034-10-17T03:36:06Z,38.72253865,-109.5863498,7.5,21.4,53.6,0,50.6,31.6,18.9,9.9,37.5,75.2,0,51.5,16.6,34.8
2034-11-16T14:05:10Z,38.72253865,-109.5863498,10.5,4.9,21.1,1.7,21.7,6.4,15.4,2.4,0,0.4,0,22.8,18.6,4.6
2034-12-17T00:34:14Z,38.72253865,-109.5863498,14.7,24,18.2,0,4.7,0.1,4.4,1.2,0,2.7,0.3,8.3,8,0
2035-01-16T05:14:31Z,38.72253865,-109.5863498,12.2,1.4,6.4,0,13.9,2.4,11.5,11.9,9.5,23.9,0.3,10.2,1.5,8.8
2035-02-15T15:43:35Z,38.72253865,-109.5863498,9.4,0,18,0.4,19.7,5.8,14,14.6,35.2,48.5,0,18.3,0.5,17.7
2035-03-18T02:12:39Z,38.72253865,-109.5863498,9.6,23.4,64,0,55.5,15.8,39.7,11.2,21.1,49.3,0,41.1,7.8,33.1
2035-04-17T12:41:43Z,38.72253865,-109.5863498,5.8,1.3,31.1,0,87.1,45.6,41.1,2.7,0,16.4,0,73.5,48.3,24.9
